22,7.469816838749795
23,8.976129555797653
24,3.3929514108694434
25,5.271730512383694
26,5.147608110588724
27,6.0132857333248095
28,3.8314134167651552
29,4.399076776595372
30,5.824397714748677
31,7.510126241377715
10,3.3120203527947174
32,6.269373911707696
33,5.707003523542781
11,0.0
12,4.102514093725882
13,7.092116629654261
14,5.267181163651031
15,3.6729837935344882
16,7.715108708698805
17,6.07511367377249
18,4.747566234059358
19,5.757546588181077
1,6.914428222427739
2,6.245447302054783
3,3.563353644480253
4,2.5217893643540763
5,5.990737158077661
6,4.999513194595874
7,4.563454039738755
8,4.437615184043652
9,9.5158118339963
20,5.654211236313162
21,3.842853985277044
