22,5.394519098270883
23,5.486760933920921
24,5.231880741483373
25,4.921010751472697
26,5.610493709909708
27,5.634244746800977
28,5.321351484599575
29,4.814488131161059
30,5.861348808296283
31,4.803612075406336
10,5.500865271098046
32,5.4754744176135635
33,4.989022098558523
11,4.965042608076674
12,4.536377503754978
13,5.565697845206875
14,4.547620747737201
15,5.738966980722618
16,5.512847141682208
17,5.2846052214122325
18,5.8678816527845274
19,6.007790092525154
1,5.161449456499815
2,4.767382395362099
3,4.2014996041773545
4,5.144703426608726
5,4.669783275625436
6,5.874582122026852
7,4.928232523012986
8,5.507104749243145
9,5.68834730272189
20,5.855430673278456
21,5.325228358251773
