22,4.956593213727534
23,6.231663986969359
24,4.932564609434654
25,5.1150906369861575
26,5.208099815363593
27,3.3634897982986693
28,5.180341470939786
29,5.1946241444400245
30,4.360784346312186
31,4.472938780502606
10,4.029467988992557
32,5.238495476178194
33,5.022139477154777
11,4.281372508151101
12,5.0420857777600325
13,4.9440081135507885
14,5.248622808089966
15,3.7844005686301676
16,4.670999732291187
17,4.870202488449892
18,4.242826135197471
19,4.6837431047422085
1,4.559601740409116
2,4.206220213683341
3,3.1893024687575036
4,5.325684965466401
5,5.183961284107575
6,4.782796986380057
7,5.952303213035385
8,5.2959081810248385
9,6.53782172984691
20,4.232840423941229
21,5.183845094667853
