22,5.682867616159834
23,4.468920512486332
24,7.99489009858568
25,5.911917757038324
26,6.742272465872246
27,5.836729907533245
28,6.447781028296822
29,7.242973024023243
30,4.508194623342684
31,7.656543882372357
10,4.962255341031071
32,5.561599790304004
33,7.338025279224796
11,5.741802091488136
12,5.270508379324824
13,5.792406038918129
14,6.025221147976817
15,5.276764017073254
16,4.86852268112541
17,7.3459248725295545
18,4.8409751560681125
19,6.672685910586983
1,4.376629459839499
2,5.697883399391281
3,4.522449166774489
4,4.671972564620549
5,6.5657804290896555
6,5.302072402574787
7,6.920567702422357
8,6.44272685924526
9,5.0428803129664495
20,6.340024403475687
21,5.176762910472133
