22,3.6855513585697337
23,2.8354242895507458
24,5.249598583511804
25,3.3284294989209844
26,5.092023637768092
27,3.4548183360649474
28,4.359685257303291
29,4.753812373505291
30,3.902953230873075
31,7.75096403729848
10,4.007823301319023
32,6.186796241859492
33,5.597461613820302
11,4.995452958693985
12,4.701171115619238
13,4.207016122853408
14,6.2028463363934545
15,3.9878106225890217
16,5.86976842462858
17,4.055384702358579
18,3.4179402617605574
19,5.415126233066661
1,4.933274758118042
2,3.8372867981973635
3,3.494757375050594
4,4.437480401299145
5,4.951804905337196
6,5.543496030487315
7,4.185270025944791
8,5.011894677286602
9,5.928276946806245
20,5.087695148106723
21,5.814332878720208
